no,year_province_district,province_district,province,district,size_liras,size_dollars,houses,category,year,month,completion,project_name,firm
144,2018_canakkale_bayramic,canakkale_bayramic,canakkale,bayramic,26000000,5539014,181,talep_organizasyon,2018,4,%94,canakkale ili bayramic ilcesi 181 adet konut ve 1 adet bufe insaaari ile altyapi ve cevre duzenlemesi isi,yavuz kardesler nak ins san Tic Ltd sti
145,2018_corum_osmancik,corum_osmancik,corum,osmancik,41220000,8781467.58,357,talep_organizasyon,2018,4,%91,corum ili osmancik ilcesi 4etap 357 adet konut. 1 adet Ticaret merkezi. 1 adet camii insaaari ile altyapi ve cevre duzenlemesi isi,caba ins enerj Turizm san Ve Tic as &amp; azd mim muh ins Taah san Ve Tic as is ortakligi
142,2018_denizli_bekilli,denizli_bekilli,denizli,bekilli,23700000,5049024.3,134,talep_organizasyon,2018,3,%86,denizli ili. bekilli ilcesi. bahceli mahallesi 134 adet konut. 1 adet Ticaret merkezi ve 1 adet cami insaati ile altyapi Ve cevre duzenlemesi isi,kocaman ins Turz san Ve Tic Ltd sti
141,2018_denizli_honaz,denizli_honaz,denizli,honaz,15620000,3327669.18,110,talep_organizasyon,2018,3,%96,denizli ili honaz ilcesi 110  adet konut. 1 adet Ticaret merkezi insaaari ile altyapi ve cevre duzenlenmesi isi,star Life ins Restorasyon mad Turz petr san Ve Tic Ltd sti
614,2018_denizli_merkezefendi,denizli_merkezefendi,denizli,merkezefendi,155395000,33105195.41,1108,idare_konut,2018,3,%91,denizli ili. merkezefendi ilcesi . kayakoy mahallesinde ; 1bolge 1108 adet konut . 26 adet dukkan ve 2 adet camii insaaari ile altyapi ve cevre duzenlemesi isi,yp ins as &amp; aydur ins Taah Tic Ve san Turz Tas hiz Ltd sti is ortakligi
615,2018_denizli_merkezefendi,denizli_merkezefendi,denizli,merkezefendi,167300000,35641424.7,1173,idare_konut,2018,3,%76,denizli ili merkezefendi ilcesi kayakoy (bozburun) mahallesi 2 bolge 1173 adet konut. 50 adet dukkan. 3 adet camii ve 1 adet okul insaaari ile altyapi ve cevre duzenlemesi isi ,alt Ve ust yapi ins san Tic as &amp; Uluc yat Ve ins as is ortakligi
20,2018_diyarbakir_yenisehir,diyarbakir_yenisehir,diyarbakir,yenisehir,188220000,40098200.58,,diger,2018,1,%83,diyarbakir yeni 4 oto sanayi sitesi 624 adet Tip_1. 190 adet Tip_2 olmak uzere Toplam 814 adet dukkan ile 1 adet yonetim binasi. 5 adet Lokanta. 1 adet banka. 1 adet pTT. 1 adet carsi ve Firin ile altyapi ve cevre duzenlemesi insaati isi,mustafa eksi yapi as &amp; biser ins muh gida Tek pet oto Tur Ve Tic san Ltd sti is ortakligi
154,2018_duzce_cumayeri,duzce_cumayeri,duzce,cumayeri,17000000,3621663,127,talep_organizasyon,2018,6,%91,duzce ili cumayeri ilcesi cevrik mahallesi 127 adet konut insaati ile altyapi ve cevre duzenlemesi isi,koc ins Taah san Ve Tic Ltd sti
61,2018_duzce_golyaka,duzce_golyaka,duzce,golyaka,2435000,518749.965,,ikmal_ihalesi,2018,12,%98,duzce ili golyaka ilcesi yazipinar mahallesi acik_kapali dere menfezi yapilmasi isi,medar yapi san Ve Tic Ltd sti
149,2018_edirne_Uzunkopru,edirne_Uzunkopru,edirne,Uzunkopru,13200000,2812114.8,98,talep_organizasyon,2018,5,%97,edirne ili Uzunkopru ilcesi mescit mahallesi 98 adet konut insaati ile altyapi ve cevre duzenlemesi isi,kanyon ins mum muh san Ve Tic Ltd sti
119,2018_elazig_merkez,elazig_merkez,elazig,merkez,24338000,5184943.182,,kamu_hizmet,2018,7,%80,elazig ili defterdarlik hizmet binasi ile altyapi ve cevre duzenleme insaati isi,star Life ins Restorasyon mad Turz petr san Ve Tic Ltd sti
623,2018_elazig_merkez,elazig_merkez,elazig,merkez,93700000,19961754.3,665,idare_konut,2018,6,%86,elazig ili merkez ilcesi bizmisen_asagi holpenk mahallesi 2etap 2bolge 665 adet konut insaati ile altyapi ve cevre duzenlemesi isi,Leda yapi Ve prj Taah Ltd sti
624,2018_elazig_merkez,elazig_merkez,elazig,merkez,0,0,700,idare_konut,2018,6,,elazig ili merkez ilcesi bizmisen_asagi holpenk mahallesi 2etap 1bolge 700 adet konut insaati ile altyapi ve cevre duzenlemesi isi,
139,2018_erzincan_kemah,erzincan_kemah,erzincan,kemah,13148000,2801036.772,94,talep_organizasyon,2018,3,%6,erzincan ili kemah ilcesi carsi mahallesi 94 adet konut insaati ile altyapi ve cevre duzenlemesi isi,sahinler ins san Ve Tic Ltd sti
410,2018_erzincan_Refahiye,erzincan_Refahiye,erzincan,Refahiye,0,0,220,konut_sosyal_donati,2018,6,,erzincan ili Refahiye ilcesi 220 adet konut ve garaj binasi insaaari ile altyapi ve cevre duzenlemesi isi,
625,2018_gaziantep_sehitkamil,gaziantep_sehitkamil,gaziantep,sehitkamil,0,0,500,idare_konut,2018,6,,gaziantep ili sehitkamil ilcesi 5etap 500 adet konut insaati ile altyapi ve cevre duzenlemesi isi,
613,2018_hatay_altinozu,hatay_altinozu,hatay,altinozu,53125000,11317696.88,384,idare_konut,2018,2,%89,hatay ili altinozu ilcesi karsu mahallesi 384 adet konut. 1 adet Ticaret merkezi. 1 adet camii insaati ile altyapi ve cevre duzenlenmesi isi,alfen Taah ins mad nak san Ve Tic Ltd sti &amp; akfen petr urn medikal ins Taah san Ve Tic as is ortakligi
621,2018_istanbul_basaksehir,istanbul_basaksehir,istanbul,basaksehir,163000000,34725357,862,idare_konut,2018,5,%66,istanbul ili basaksehir ilcesi kayasehir 22 bolge gecekondu onleme bolgesi 862 adet konut. kapali otopark . 2 Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,intek konut ins as
60,2018_istanbul_beyoglu,istanbul_beyoglu,istanbul,beyoglu,153034053,32602221.62,398,ikmal_ihalesi,2018,12,%17,istanbul ili beyoglu ilcesi 398 adet konut. 20 adet dukkan. 1 adet dini Tesis ve otopark insaaari ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),ahes ins Tic Ve san as
113,2018_istanbul_gaziosmanpasa,istanbul_gaziosmanpasa,istanbul,gaziosmanpasa,45434053,9679225.217,,kamu_hizmet,2018,5,%77,istanbul ili gaziosmanpasa ilcesi (gop) hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,shem yapi Ve ins san Tic Ltd sti
204,2018_istanbul_gungoren,istanbul_gungoren,istanbul,gungoren,0,0,224,kentsel_donusum,2018,7,,istanbul ili. gungoren ilcesi. Tozkoparan mahallesi kentsel donusum ve gelisim projesi 224 adet konut insaati ile altyapi ve cevre duzenlemesi isi,
118,2018_istanbul_sariyer,istanbul_sariyer,istanbul,sariyer,224858000,47903523.46,,kamu_hizmet,2018,7,%97,istanbul maslak yerleskesi yeni hizmet binalari 2 etap,ozyazici ins elk mak mus Ve Taah san Ve Tic Ltd sti
407,2018_istanbul_sile,istanbul_sile,istanbul,sile,16753000,3569042.367,112,konut_sosyal_donati,2018,4,%4,istanbul ili sile ilcesi 3etap 112 adet konut insaati ile altyapi ve cevre duzenlemesi isi,misek ins Tic Ve san as
151,2018_izmir_odemis,izmir_odemis,izmir,odemis,85730000,18263833.47,468,talep_organizasyon,2018,6,%1,izmir ili odemis ilcesi Zeytinlik mahallesi 468 adet konut. 1 adet camii ve 1 adet Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,oraka ins Taah gida san Ve Tic Ltd sti
894,2018_kahramanmaras_onikisubat,kahramanmaras_onikisubat,kahramanmaras,onikisubat,0,0,,altyapi_sosyal,2018,6,,kahramanmaras ili onikisubat ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,
155,2018_kirsehir_cicekdagi,kirsehir_cicekdagi,kirsehir,cicekdagi,18944444,4035905.405,127,talep_organizasyon,2018,7,%94,kirsehir ili.cicekdag ilcesi 127 adet konut . 1 adet camii ve 1 adet Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,gentas endustriyel ins as
895,2018_kirsehir_mucur,kirsehir_mucur,kirsehir,mucur,10875000,2316799.125,,altyapi_sosyal,2018,6,%98,kirsehir ili mucur ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,asan muh mek yapi ins Taah nak san Ve Tic Ltd sti
408,2018_konya_kadinhani,konya_kadinhani,konya,kadinhani,15509000,3304021.851,111,konut_sosyal_donati,2018,4,%95,konya ili kadinhani ilcesi 111 adet konut ve 1 adet 3 dukkanli Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,kbn ins Taah Ltd sti
150,2018_konya_sarayonu,konya_sarayonu,konya,sarayonu,11554000,2461452.606,79,talep_organizasyon,2018,6,%85,konya ili  sarayonu ilcesi kursunlu mahallesi 79 adet konut ve 1 adet Ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi,setre yapi malz ins Taah boya med gida ith ihr san Ve Tic Ltd sti
198,2018_malatya_yesilyurt,malatya_yesilyurt,malatya,yesilyurt,54189000,11544370.37,383,kentsel_donusum,2018,2,%77,malatya ili yesilyurt ilcesi hoca ahmet yesevi mah 1etap kentsel donusum ve gelisim projesi 383 adet konut. 6 adet dukkan. 1 adet camii. 1 adet mahalle odasi ve okuma odasi insaaari ile altyapi ve cevre duzenlemesi isi,arslanlar ins Teks gida san Ve Tic Ltd sti &amp; gaziantep gold yapi ins Taah san Ve Tic Ltd sti is ortakligi
896,2018_manisa_akhisar,manisa_akhisar,manisa,akhisar,0,0,,altyapi_sosyal,2018,8,,manisa ili akhisar ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,
409,2018_manisa_kirkagac,manisa_kirkagac,manisa,kirkagac,46600000,9927617.4,234,konut_sosyal_donati,2018,5,%86,manisa ili.kirkagac ilcesi. sariaga mahallesi 234 adet konut. 1 adet Ticaret merkezi ve 1 adet camii insaaari ile altyapi ve cevre duzenlemesi isi,astay yapi enerji Tic as &amp; agel ins mus muh gida san Ve Tic Ltd sti is ortakligi
148,2018_mersin_gulnar,mersin_gulnar,mersin,gulnar,31236000,6654486.204,205,talep_organizasyon,2018,5,%62,mersin ili. gulnar ilcesi. akdeniz mahallesi 205 adet konut . 1 adet  camii ve 1 adet Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,Rg ins enerji Taah san Ve Tic Ltd sti
120,2018_mersin_yenisehir,mersin_yenisehir,mersin,yenisehir,0,0,,kamu_hizmet,2018,7,,mersin ili yenisehir ilcesi hukumet konagi insaati ile altyapi Ve cevre duzenlemesi isi,
152,2018_nigde_bor,nigde_bor,nigde,bor,20829000,4437389.331,157,talep_organizasyon,2018,6,%95,nigde ili bor ilcesi bahceli / cumhuriyet mahallesi 2etap 157 adet konut  insaati ile altyapi ve cevre duzenlemesi isi,n dogus ins san Ve Tic Ltd sti &amp; gungor ins Ve dogr Taah Tic san Ltd sti is ortakligi
199,2018_nigde_merkez,nigde_merkez,nigde,merkez,8088000,1723059.432,,kentsel_donusum,2018,2,%46,nigde ili merkez efendibey mahallesi kentsel donusum ve gelisim projesi 3 etap 1 adet 24 derslikli ilkogretim okulu. 3 adet Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi ,Fatih eskitas insaat muhendisilik
620,2018_nigde_merkez,nigde_merkez,nigde,merkez,95690000,20385701.91,720,idare_konut,2018,5,%92,nigde ili merkez efendibey mahallesi kentsel donusum ve gelisim projesi 3 etap 2bolge 720 adet konut . 16 adet dukkan insaaari ile altyapi ve cevre duzenlemesi isi,erkut ins yapi endustrisi san Ve Tic as
143,2018_osmaniye_sumbas,osmaniye_sumbas,osmaniye,sumbas,0,0,126,talep_organizasyon,2018,3,,osmaniye ili sumbas ilcesi 126 adet konut  .1 adet camii  ve 1 adet 3 dukkanli Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,
201,2018_Rize_guneysu,Rize_guneysu,Rize,guneysu,22000000,4686858,93,kentsel_donusum,2018,3,%95,Rize ili guneysu ilcesi kentsel donusum ve gelisim projesi 1etap 93 adet konut ve 20 adet dukkan insaati ile altyapi ve cevre duzenlemesi isi,aydur ins Taah Tic Ve san Turz Tas hiz Ltd sti
617,2018_Rize_guneysu,Rize_guneysu,Rize,guneysu,27200000,5794660.8,158,idare_konut,2018,3,%95,Rize ili guneysu ilcesi Ulucamii mahallesi 158 adet konut insaati ile altyapi ve cevre duzenlemesi isi,aydur ins Taah Tic Ve san Turz Tas hiz Ltd sti
622,2018_Rize_merkez,Rize_merkez,Rize,merkez,49828000,10615307.29,283,idare_konut,2018,5,%6,Rize ili merkez ilcesi hayrat mahallesi 283 adet konut. 14 adet dukkan insaaari ile altyapi ve cevre duzenlemesi isi,acarkent ins Tic Ltd sti
58,2018_samsun_Vezirkopru,samsun_Vezirkopru,samsun,Vezirkopru,43242000,9212232.438,,ikmal_ihalesi,2018,6,%80,samsun ili Vezirkopru ilcesi 150 yatakli devlet hastanesi ve 20 uniik agiz ve dis sagligi merkezi insaati ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),ozgehan yapi san Ve Tic Ltd sti &amp; ozge nak pet Ve pet ur mad Tic Ltd sti is ortakligi
205,2018_sanliurfa_karakopru,sanliurfa_karakopru,sanliurfa,karakopru,67215000,14319416.39,58,kentsel_donusum,2018,8,%60,sanliurfa ili merkez ilcesi eski sanayi kentsel donusum ve gelisim projesi 1 etap 2bolum 120 adet isyeri ve 8 adet dukkan ile 1etap 3bolum 58 adet konut ve 26 adet dukkan insaaari ile altyapi ve cevre duzenlemesi isi,dibay insTur muh Teleknak san Ve Tic Ltd sti
9,2018_sirnak_silopi,sirnak_silopi,sirnak,silopi,23000000,4899897,,protokol_meb,2018,10,%97,sirnak silopi ilcesi sehit harunbey(karsiyaka) mahallesi 1 adet 24 derslikli ortaokulu ve 1 adet 24 derslikli ilkogretim okulu,acar ins nak paz san Tic as &amp; yucel ins Teks Tas san Ve Tic as is ortakligi
618,2018_sivas_Zara,sivas_Zara,sivas,Zara,0,0,642,idare_konut,2018,5,,sivas ili. Zara ilcesi. 2etap 1bolge 642 adet konut . 2 adet Ticaret merkezi ve 1 adet camii insaaari ile altyapi ve cevre duzenlemesi isi,
893,2018_Trabzon_arakli,Trabzon_arakli,Trabzon,arakli,24428000,5204116.692,,altyapi_sosyal,2018,6,%16,Trabzon ili arakli ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,pozitif insa yapi san Ve Tic as
892,2018_Trabzon_arsin,Trabzon_arsin,Trabzon,arsin,8748000,1863665.172,,altyapi_sosyal,2018,5,%18,Trabzon ili arsin ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,maksimal ins san Ve Tic as 
200,2018_Trabzon_besikduzu,Trabzon_besikduzu,Trabzon,besikduzu,40750000,8681339.25,142,kentsel_donusum,2018,3,%96,Trabzon ili. besikduzu ilcesi kentsel donusum ve gelisim projesi. 1 etap 2 bolge 142 adet konut ve 51 adet dukkan insaaari ile altyapi ve cevre duzenlemesi isi,Tuna muh man mad ins as &amp; sahin yapi enerji _ erol sahin is ortaklig
23,2018_Trabzon_ortahisar,Trabzon_ortahisar,Trabzon,ortahisar,23900000,5091632.1,,diger,2018,2,%88,Trabzon ili ortahisar ilcesi Tabakhane Vadisi Rekreasyon alani insaaari ile baglanti yolu yapim  insaati,dbh yol yapi as &amp; aydur ins Taah Tic Ve san Turz Tas hiz Ltd sti is ortakligi
117,2018_Trabzon_salpazari,Trabzon_salpazari,Trabzon,salpazari,9421000,2007040.419,,kamu_hizmet,2018,7,%38,Trabzon ili salpazari ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,ozfer ins Ve Tic Ltd sti
8,2018_Tunceli_merkez,Tunceli_merkez,Tunceli,merkez,20000000,4260780,,protokol_meb,2018,4,%82,Tunceli ili merkez ilcesi cumhuriyet mahallesi caldirantepe mevkii 16 derslikli endustri meslek Lisesi. metal atolyesi. cok amacli atolye. mobilya ve ic mekTes atolyesi. motor atolyesi insaaari ile altyapi ve cevre duzenlemesi isi,mir yapi ins mus san Ve Tic Ltd sti
146,2018_Tunceli_merkez,Tunceli_merkez,Tunceli,merkez,29290000,6239912.31,206,talep_organizasyon,2018,4,%96,Tunceli ili merkez ilcesi aktuluk mahallesi 206 adet konut . 1 adet Ticaret merkezi ve 1 adet camii insaaari ile altyapi ve cevre duzenlemesi isi,azd mim muh Taah ins san Tic as &amp; yucel ins Teks Tas san Ve Tic as is ortakligi
133,2018_Tunceli_pulumur,Tunceli_pulumur,Tunceli,pulumur,8240000,1755441.36,63,talep_organizasyon,2018,1,%95,Tunceli ili pulumur ilcesi ecevit mahallesi 63 adet konut insaati ile altyapi ve cevre duzenlemesi isi,kinaylar grup ins san Ve Tic Ltd sti &amp; serkan guLesen _ seray muh &amp; Umut gida sarrafiye ith ihr san Ve Tic as is ortakligi
59,2018_yalova_armutlu,yalova_armutlu,yalova,armutlu,6650000,1416709.35,130,ikmal_ihalesi,2018,11,%97,yalova ili armutlu ilcesi. saatbahce mevkii 130 adet konut. 1 adet bufe. 1 adet cami insaati ile altyapi ve cevre duzenlemesi (ikmal insaati),boylu enerji yapi end Ve san Tic as
126,2019_adana_cukurova,adana_cukurova,adana,cukurova,25344000,4465156.608,,kamu_hizmet,2019,4,%26,adana ili cukurova ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,halil aVci ins muh mut
435,2019_adana_saricam,adana_saricam,adana,saricam,0,0,440,konut_sosyal_donati,2019,12,,adana ili. saricam ilcesi. buruk mahallesi 2 etap 1 bolge 440 adet konut . 21 adet dukkan ve 1 adet cami insaaari ile altyapi ve cevre duzenlemesi isi,
436,2019_adana_saricam,adana_saricam,adana,saricam,0,0,473,konut_sosyal_donati,2019,12,,adana ili. saricam ilcesi. buruk mahallesi 2 etap 2 bolge 473 adet konut . 13 dukkan ve 1 adet cami insaaari ile altyapi ve cevre diuzenlemesi isi,
174,2019_aksaray_guzelyurt,aksaray_guzelyurt,aksaray,guzelyurt,9840000,1733630.88,47,talep_organizasyon,2019,,%11,aksaray ili guzelyurt ilcesi 47 adet konut.  1 adet 3 dukkanli Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,kinaylar grup insaat san Ve Tic Ltd sti &amp; ortaklar Tarim orman urunleri ins hayv gid Teks Tic Ve san Ltd sti is ortakligi
164,2019_aksaray_sultanhani,aksaray_sultanhani,aksaray,sultanhani,43480000,7660393.36,253,talep_organizasyon,2019,6,%39,aksaray ili sultanhani ilcesi 253 adet konut. 1 adet Ticaret merkezi ve 1 adet cami insaati ile altyapi Ve cevre duzenlemesi isi,erensan ins mlz Ve ins orm ur san Ve Tic Ltd sti
635,2019_amasya_hamamozu,amasya_hamamozu,amasya,hamamozu,19800000,3488403.6,106,idare_konut,2019,8,%44,amasya hamamozu ilcesi. hamamozu mahallesi 106 adet konut ve 1 adet bufe insaaari ile altyapi ve cevre duzenlemesi isi,surkent mimarlik san Ve Tic as &amp; celikmen yapi muh ins sos hizm Turz nak san Tic Ltd sti ortak girisimi
158,2019_amasya_suluova,amasya_suluova,amasya,suluova,58248000,10262249.14,309,talep_organizasyon,2019,4,%24,amasya ili. suluova ilcesi. yeni mahalle 309 adet konut . 1 adet Ticaret merkezi ve 1 adet cami insaaari ile altyapi ve cevre duzenlemesi isi,yeni Fidan ins nak gida pet dog is mak san Ve Tic Ltd sti
424,2019_amasya_Tasova,amasya_Tasova,amasya,Tasova,0,0,158,konut_sosyal_donati,2019,11,,amasya ili. Tasova ilcesi 158 adet konut ve 1 adet Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,
628,2019_ankara_ayas,ankara_ayas,ankara,ayas,17743000,3125997.226,83,idare_konut,2019,6,%74,ankara  ili.  ayas  ilcesi  3etap 83  adet  konut .  1  adet  bufe  ve  1  adet  cami  insaaari  ile  altyapi  ve  cevre duzenlemesi  isi,ilkcag ins san Ve Tic as &amp; ozguler yapi san Ve Tic Ltd sti is ortakligi
8,2019_ankara_cankaya,ankara_cankaya,ankara,cankaya,74820000,13181937.24,,millet_bahcesi,2019,2,%44,ankara ili imrahor Vadisi 1 etap millet bahcesi ve millet bahcesine ait sosyal donatilar insaaari ile altyapi ve cevre duzenlenmesi isi,oz er_ka ins Tur elekt Taah Tic Ve san as
16,2019_ankara_cankaya,ankara_cankaya,ankara,cankaya,0,0,,bakim_onarim,2019,5,,Toplu konut idaresi baskanligi ankara hizmet binasina ait bakim onarim isi,
24,2019_ankara_cankaya,ankara_cankaya,ankara,cankaya,3621000,637955.022,,diger,2019,2,%79,ankara egitim ve doktrin komutanligi (edok) camii insaati ile altyapi ve cevre duzenlemesi isi (e_ihale),karmel gayrimenkul insaat otomotiv nakliye gida ithalat ihracat sanayi Ve Ticaret Ltd sti
215,2019_ankara_kizilcahamam,ankara_kizilcahamam,ankara,kizilcahamam,0,0,95,kentsel_donusum,2019,8,,ankara ili kizilcahamam ilcesi kentsel donusum ve gelisim projesi. 95 adet konut. 17 adet dukkan ve kapali otopark insaaari ile altyapi ve cevre duzenlemesi isi,
77,2019_ankara_mamak,ankara_mamak,ankara,mamak,99863000,17594063.07,,ikmal_ihalesi,2019,12,%47,ankara ili mamak ilcesi 200 yatakli devlet hastanesi insaati ile altyapi ve cevre duzenlemesi isi,ilgin insaat ic Ve dis Tic as
208,2019_ankara_mamak,ankara_mamak,ankara,mamak,139235000,24530700.77,548,kentsel_donusum,2019,2,%43,ankara ili. mamak ilcesi. yenimamak kentsel donusum ve gelisim projesi 7 etap 548 adet konut  insaati ile altyapi ve cevre duzenleme isi,polen ins muh nak gida Taah san Ve Tic Ltd sti &amp; dibay ins Tur muh Telek nak san Ve Tic Ltd sti is ortakligi
78,2019_ankara_sincan,ankara_sincan,ankara,sincan,0,0,,ikmal_ihalesi,2019,12,,ankara ili sincan ilcesi saraycik mahallesi gecekondu onleme bolgesi kentsel donusum Ve gelisim alani genel altyapi yapim ikmal insaati isi,
129,2019_antalya_aksu,antalya_aksu,antalya,aksu,22800000,4016949.6,,kamu_hizmet,2019,6,%16,antalya ili aksu  ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,efe demiryolu Ray sistemleri mak muh ins mad ener pet san Ve Tic as
178,2019_ardahan_posof,ardahan_posof,ardahan,posof,0,0,126,talep_organizasyon,2019,12,,ardahan ili posof ilcesi 126 adet konut ve 1 adet Ticaret merkezi insaaari ile altyapi ve cevre duzenlemesi isi,
637,2019_artvin_yusufeli,artvin_yusufeli,artvin,yusufeli,78944000,13908511.81,221,idare_konut,2019,,%20,artvin ili yusufeli ilcesi 3 bolge 2 etap 221 adet konut. 8 adet dukkan ve semt camii insaaari ile altyapi ve cevre duzenlemesi isi,cent yapi ins san Tic as
130,2019_aydin_cine,aydin_cine,aydin,cine,15620000,2751962.84,,kamu_hizmet,2019,6,%41,aydin ili cine ilcesi hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi,hacim muhendislik proje sanayi Ticaret as &amp; bertas muh ins Tic Ltd sti ortak girisim
159,2019_aydin_incirliova,aydin_incirliova,aydin,incirliova,39980000,7043756.36,206,talep_organizasyon,2019,4,%42,aydin ili. incirliova ilcesi 206 adet konut . 4 adet dukkan ve 1 adet cami insaati ile altyapi ve cevre duzenlemesi isi,ozkilic yapi ins Taah pet urn san Tic Ltd sti
416,2019_balikesir_dursunbey,balikesir_dursunbey,balikesir,dursunbey,0,0,160,konut_sosyal_donati,2019,7,,balikesir ili. dursunbey ilcesi uceylul mahallesi 160 adet konut ve1 adet bufe insaaari ile altyapi ve cevre duzenlemesi insaati isi,
