year,month,province,district,project_name,firm,category,order,completion,liras,houses
2005,12,samsun,merkez,samsun merkez 200 evler konut + ilkogretim 16  + atakent kamali ilkogretim 24,inta muh. mim. ins. san. tic. ltd. sti.,alt_gelir,27,100,9340000,264
2006,11,samsun,merkez,samsun merkez 400 yatakli hastane,turkerler ins.tur.mad.enj.urt.tic.ve san.a.s,altyapi_sosyal,84,100,59493000,
2007,7,samsun,bafra,"samsun merkez lise-24, bafra lise-32, carsamba lise-24, terme lise-12, yakakent lise-16",sec yapi ins. enj. tur. ve tic. ltd. sti.,altyapi_sosyal,109,100,14400000,
2008,7,samsun,vezirkopru,samsun vezirkopru 200 kisilik ogrenci pansiyonu,kul insaat,altyapi_sosyal,145,100,1845955,
2010,8,samsun,bafra,"samsun bafra buyukcami mahallesi 24 derslikli kiz meslek lisesi, 75 ogrencili kiz meslek lisesi uygulama ana okulu, ile altyapi ve cevre duzenlemesi isi",vera ins. tic. ltd. sti.,altyapi_sosyal,289,100,3490000,
2013,10,samsun,havza,samsun ili havza ilcesi 75 yatakli devlet hastanesi insaati ile altyapi ve cevre duzenlemesi isi,acarkent ins. tic. ltd. sti. &amp; ali acar ins. san. ve tic. ltd. sti. is ortakligi,altyapi_sosyal,527,100,22828000,
2014,4,samsun,terme,samsun ili terme ilcesi 75 yatakli hastane insaati ile altyapi ve cevre duzenlemesi isi,akgun ins. taah. tic. ve san. ltd. sti.,altyapi_sosyal,587,100,29441000,
2010,4,samsun,bafra,samsun bafra 250 yatakli hastane insaati ile altyapi ve cevre duzenlemesi isi yapim isi,kart ins.dek.ltd.sti.,altyapi_sosyal,696,99,41755947,
2011,7,samsun,carsamba,samsun carsamba devlet hastanesi ek revize blok insaati ile altyapi ve cevre duzenlemesi isi (250 yatak kapasiteli ikmâl insaati),arikan ins. taah. tic.  ve san. a.s.,altyapi_sosyal,729,97,47655000,
2012,1,samsun,ilkadim,"samsun ili, ilkadim ilcesi, catkaya koyu 11474 ada 1 parsel cezaevi ile altyapi ve cevre duzenlemesi isi",eras ins. turz. san. ve tic. a.s.,altyapi_sosyal,759,90,24950000,
2020,7,samsun,ondokuzmayis,samsun 19 mayis baraji sulamasi insaati (e-ihale),,altyapi_sosyal,904,,,
2012,9,samsun,canik,samsun canik ilcesi 1. bolge konutlarinda sel afeti sonrasi meydana gelen hasarlarin bakim ve onarim,erkut ins. yapi. end. san. tic. a.s.,bakim_onarim,2,100,1540000,
2011,4,samsun,ladik,samsun ili ladik ilcesi 30 yatakli entegre hastanesi insaati ile altyapi ve cevre duzenlemesi insaati isi,emel ins. taah. paz. san. ve. tic. ltd. sti. &amp; murat yarimbatman is ort.,diger,11,98,3495000,
2004,1,samsun,merkez,samsun merkez  cobanli atakent 2. etap +  ticaret merkezi,sec yapi ins. enj. tur. ve tic. ltd. sti.,idare_konut,48,100,11776000,348
2004,10,samsun,merkez,samsun merkez cobanli atakent 1. etap,siyah kalem muh.ins.san.ve tic.ltd.sti.,idare_konut,78,100,9967000,296
2005,5,samsun,merkez,"samsun merkez hastanebasi (176), selahiye(80)",inta muh. mim. ins. san. tic. ltd. sti.,idare_konut,115,100,7844000,256
2006,11,samsun,havza,"samsun havza (112)  ticaret merkezi ve camii, gazi (210) , atakentte camii,",sec yapi ins. enj. tur. ve tic. ltd. sti.,idare_konut,181,100,,322
2011,4,samsun,ilkadim,samsun merkez ulugazi 1276 adet konut ve 2 adet bufe insaati ile  altyapi ve cevre duzenlemesi isi,erkut ins. yapi end. san. tic. a.s.,idare_konut,310,100,67380000,1276
2011,9,samsun,ladik,samsun ili ladik ilcesi 96 adet konut insaati ile altyapi ve cevre duzenlemesi isi,birhan yapi petr. ins. teks. gida. san. ve tic. ltd. sti.,idare_konut,336,100,5748000,96
2012,8,samsun,atakum,samsun merkez ilce mustesarlik hizmet binalari ve samsun atakum ilcesi buyukolpinar koyu 48 konut insaati,tumalar ins.tic.ltd.sti.,idare_konut,359,100,8997000,48
2010,9,samsun,havza,samsun havza 2. etap 112 adet konut ile altyapi ve cevre duzenlemesi insaati isi,erensan ins. mal. orm. urun. tic.ltd.sti. &amp; birhan yapi ins. ltd.sti. is ort.,idare_konut,528,98,8316000,112
2014,3,samsun,ladik,samsun ili ladik ilcesi 2. etap 143 adet konut ve bufe insaati ile altyapi ve cevre duzenlemesi isi,seler taah. yapi ins. san. ve tic. ltd. sti. &amp; retu yapi san. ve tic. ltd. sti. is ortakligi,idare_konut,571,97,10448000,143
2017,1,samsun,atakum,samsun 200 yatakli ruh ve sinir hastaliklari hastanesi (ikmâl insaati),alfen taah. ins. mad. nak. san. ve tic. ltd. sti. &amp; elbey grup ins. nak. taah. san. tic. ltd. sti. is ortakligi,ikmal_ihalesi,49,98,6530000,
2017,6,samsun,ilkadim,"samsun ili cay mahallesi 422 adet konut, 1 adet cami, 1 adet sosyal tesis ile altyapi ve cevre duzenlemesi insaati isi (ikmâl insaati)",osman acar ins. gida enerji san. ve tic. ltd. sti.,ikmal_ihalesi,51,97,17328000,422
2018,6,samsun,vezirkopru,samsun ili vezirkopru ilcesi 150 yatakli devlet hastanesi ve 20 unitlik agiz ve dis sagligi merkezi insaati ile altyapi ve cevre duzenlemesi isi (ikmâl insaati),ozgehan yapi san. ve tic. ltd. sti. &amp; ozge nak. pet. ve pet. ur. mad. tic. ltd. sti. is ortakligi,ikmal_ihalesi,60,95,43242000,
2020,12,samsun,canik,"samsun ili, canik hukumet konagi insaati ile altyapi ve cevre duzenlemesi isi (e- ihale)",,kamu_hizmet,143,,,
2005,6,samsun,merkez,"samsun merkez kazim karabekir adalet mh. + sosyal donati (ilkogretim 24, ticaret merkezi)",kocoglu ins. ve san. tic a.s.,kentsel_donusum,19,100,22769000,672
2008,7,samsun,merkez,samsun canik 1. etap 960,eryapi ins. san. tic. a.s.,kentsel_donusum,46,100,51500000,960
2011,5,samsun,canik,samsun ili canik ilcesi yesilova ve gazi mahalleleri 1344 adet konut  insaati ile altyapi ve cevre duzenlemesi isleri,yeni sarp ins. mad. yag. pet. urun. tur. ith. ihr. tic. ve san. ltd. sti.,kentsel_donusum,141,96,68277000,1344
2015,11,samsun,ilkadim,samsun ili ilkadim ilcesi kiran mahallesi kentsel donusum ve gelisim projesi 1.etap 953 konut insaati ile altyapi ve cevre duzenlemesi isi,arikan ins. taah. tic.  ve san. a.s. &amp; alfen taah. ins. mad. nak. san. ve tic. ltd. sti. is ortakligi,kentsel_donusum,161,98,107599000,953
2016,4,samsun,canik,"samsun ili canik ilcesi 11043 ada 9 no'lu parselde yapilacak olan kentsel donusum ve gelisim projesi  127 adet konut, 1 k.d. insaati ile altyapi ve cevre duzenlemesi isi ve yesilova camisi'nin cevre duzenlemesi isi
",osman acar ins. gida enerji san. ve. tic. ltd. sti.,kentsel_donusum,163,97,14128000,127
2016,10,samsun,tekkekoy,"samsun ili, tekkekoy ilcesi, kentsel donusum ve gelisim projesi; 276(+4 kd) konut, 1 adet cami ve 2 dukkanli ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi
",ozcan celik ins. san. ve tic. ltd. sti.,kentsel_donusum,170,97,36100000,276
2017,11,samsun,vezirkopru,"samsun ili, vezirkopru ilcesi , nalbantli mahallesi kentsel donusum ve gelisim projesi, 504 adet konut , 16 adet dukkan , 5 adet ticaret merkezi, 2 adet sosyal tesis binasi insaatlari ile altyapi ve cevre duzenlemesi isi
",aybar ins. muh. bilg. sis. san. ve tic. ltd. sti.,kentsel_donusum,194,97,80880000,504
2007,7,samsun,carsamba,"samsun carsamba +  ilkogretim 16, cami, sadirvan, ticaret merkezi",turkerler ins.tur.mad.enj.urt.tic.ve san.a.s,konut_sosyal_donati,87,100,53690000,672
2009,11,samsun,bafra,"samsun bafra bakirpinar mevkii 2120 parsel 360 adet konut, 1 ad.  ilkogretim 16,  cami,  sadirvan, ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi",be-ma ins.san.ve tic.ltd.sti. &amp; basyapi ins.taah.ve turzm san.dis.tic.ltd.sti.ort.girisim,konut_sosyal_donati,190,100,21037500,360
2020,9,samsun,ilkadim,samsun ili ilkadim ilcesi kiran mahallesi kentsel donusum projesi 2. etap 1. bolge 694 konut  ile 9 adet dukkan insaatlari altyapi ve cevre duzenlemesi isi (e-ihale),ozkilic yapi insaat taahhut ve petrol urunleri sanayi ticaret limited sirketi,konut_sosyal_donati,451,12,132000000,694
2020,9,samsun,ilkadim,samsun ili ilkadim ilcesi kiran mahallesi kentsel donusum projesi 2.etap 2. bolge 710 konut ile 28 adet dukkan insaatlari altyapi ve cevre duzenlemesi isi (e-ihale),okyanus enerji uretim insaat anonim sirketi,konut_sosyal_donati,454,10,141000000,710
2020,9,samsun,ondokuzmayis,"samsun ili, 19 mayis ilcesi, yesilova mahallesi 297 adet konut ve 1 adet cami insaati ile altyapi ve cevre duzenlemesi is (e-ihale)",hekyil madencilik insaat ve malzemeleri petrol nakliye ve hafriyat otomotiv sanayi ve ticaret anonim sirketi &amp; yuksel hekimoglu is ortakligi,konut_sosyal_donati,458,1,53389000,297
2020,10,samsun,ilkadim,"samsun ili, ilkadim ilcesi, toybelen kucuk sanayi sitesi 1526 adet dukkan ile 82 adet ticari birim insaati ile altyapi ve cevre duzenlemesi isi (e-ihale)","ahes insaat ticaret ve sanayi anonim sirketi, shem yapi ve insaat sanayii ticaret limited sirketi is ortakligi",konut_sosyal_donati,462,3,501655053,1526
2012,12,samsun,tekkekoy,samsun 33.000 seyirci kapasiteli stadyum insaati isi,ali acar ins. san. ve tic. ltd. sti. &amp;  acarkent ins. tic. ltd. sti. is ortakligi,stadyum,4,100,106928000,
2019,2,samsun,canik,samsun ili  millet bahcesi ve millet bahcesine ait  sosyal donatilar insaatlari ile altyapi ve cevre duzenlemesi isi,mustafa eksi ins. turz. san. ve tic. ltd. sti.,millet_bahcesi,7,96,31253000,
2006,12,sanliurfa,ceylanpinar,"sanliurfa ceylanpinar (afet konutlari) ilkogretim16, cami, sadirvan, ticaret merkezi",uc-as ins. turz. taah. proj. muh. mus. ve tic. ltd. sti.,afet_konutu,26,100,7910000,96
2013,12,sanliurfa,siverek,sanliurfa ili siverek ilcesi 20 adet afet konutu ile altyapi ve cevre duzenlemesi insaati isi,mert gundogdu ins. tem. hur. tas. ith. ihr. tic. ve san. ltd. sti.,afet_konutu,93,100,1613000,20
2005,6,sanliurfa,merkez,sanliurfa merkez akabe 4. bolge (552 konut alt gelir grubu),iz-ka ins.muh.teks.amb.san.ve tic.ltd.sti. &amp; gap metas ins.gida san. ve tic.ltd.sti. is ortakligi,alt_gelir,11,100,16884000,552
2005,6,sanliurfa,merkez,sanliurfa merkez akabe 5. bolge (256 konut alt gelir grubuna),ozge ins.taah.tic.san.ve tur.ltd.sti.,alt_gelir,12,100,22912000,592
2005,1,sanliurfa,merkez,sanliurfa merkez akabe  lise(32) + genel altyapi,esha ins.san.ve tic.ltd.sti.,altyapi_sosyal,32,100,2439000,
2005,7,sanliurfa,halfeti,sanliurfa halfeti icme suyu hatti,gonen ins.hayv.gid.san.ve tic. ltd.sti.,altyapi_sosyal,53,100,832437,
2008,3,sanliurfa,merkez,"sanliurfa engelsiz yasam birimi - 4 adet engelsiz yasam birimi, 1 adet idari bina, 1 adet cocuk sosyal rehabilitasyon merkezi",tasteknik yapi ins. muh. taah. san. ve tic. ltd. sti.,altyapi_sosyal,130,100,3586000,
2008,6,sanliurfa,viransehir,sanliurfa viransehir 20 adet hait,sagir ins. gida teks. turz. san. ve tic. ltd. sti.,altyapi_sosyal,144,100,7765000,
2009,7,sanliurfa,viransehir,sanliurfa viransehir 200 yatakli devlet hastanesi insaati isi,ilgin  ins. ic ve dis tic. a.s.&amp; imsa ins. san.tic.ltd.sti ort.girisimi,altyapi_sosyal,201,100,28813000,
2009,8,sanliurfa,siverek,sanliurfa siverek 200 yatakli hastane insaati isi,ilgin ins. ic ve dis tic. a.s. &amp; imsa ins.san. ve tic.ltd.sti.,altyapi_sosyal,207,100,30921000,
2011,9,sanliurfa,akcakale,sanliurfa akcakale 75 yatakli yeni devlet hastanesi ile altyapi ve cevre duzenlemesi insaati isi,okcuoglu ins. muh. mus. san.  ve tic.  a. s.,altyapi_sosyal,354,100,13136400,
2012,4,sanliurfa,merkez,sanliurfa merkez ipekyol mahallesi 1 adet 40 derslikli lise insaati ile altyapi ve cevre duzenlemesi isi,baydemir muh. ins. tem. tur. san. ve tic. a.s.,altyapi_sosyal,401,100,3883000,
2012,4,sanliurfa,merkez,"sanliurfa merkez masuk mevkii 1 adet 32 derslikli lise, akcakale ilcesi 16 derslikli lise ve 3 adet atolye insaatlari ile altyapi ve cevre duzenlemesi isi",cag ins. tur. nak. gida ve tic. ltd. sti. &amp; baydemir muh. ins. tem. tur. ve tic. a.s. is ortakligi,altyapi_sosyal,402,100,9889000,
2012,10,sanliurfa,harran,sanliurfa harran ilcesi kokenli koyunde 2.000 adet konteyner altyapisi,rad insaat,altyapi_sosyal,442,,,
2013,1,sanliurfa,merkez,"sanliurfa merkez karakopru mah. 1'er adet 40 derslikli imam hatip lisesi, 40 derslikli ilkogretim okulu ve 300 kisilik pansiyon, siverek ilcesi hamidiye mah. 1'er adet 40 derslikli anadolu lisesi ve 300 kisilik pansiyon, merkez ilcesi sirrin mah. 40 derslikli anadolu lisesi ve spor salonu insaatlari ile altyapi ve cevre duzenlemesi isi",izbay ins. nakliye akaryakit urun. san. ve tic.ltd.sti. &amp; binbay ins. san. ve tic. ltd. sti. is ort.,altyapi_sosyal,459,100,24621000,
2013,6,sanliurfa,merkez,sanliurfa eyyubiye 400 yatakli devlet hastanesi insaati isi,atli ins.s.t.a.s. &amp; husamettin peker ins.taah.s.t.ltd.sti. &amp; silahtaroglu yol yapi a.s. is ortakligi,altyapi_sosyal,493,100,130350000,
2014,2,sanliurfa,birecik,sanliurfa ili birecik ilcesi 150 yatakli devlet hastanesi insaati ile altyapi ve cevre duzenlemesi isi,oze ins. beton san. ve tic. ltd. sti.,altyapi_sosyal,562,100,28502000,
2014,11,sanliurfa,suruc,sanliurfa ili suruc ilcesi cadirkent altyapi yapim insaati isi,foy ins. taah. ve tur. san. tic. a.s.,altyapi_sosyal,597,100,32750000,
2013,8,sanliurfa,halfeti,sanliurfa ili halfeti ilcesi 30 yatakli devlet hastanesi ile altyapi ve cevre duzenlemesi insaati isi,sanyol gida tur. ins. tic.ltd. sti. &amp; uryapi ins. haf. nak. ve pet. san. tic. ltd. sti. is ortakligi,altyapi_sosyal,820,99,8432000,
2013,11,sanliurfa,merkez,sanliurfa ili eyyubiye ilcesi 50 unitelik adsm (agiz ve dis sagligi merkezi) ile altyapi ve cevre duzenlemesi insaati isi,erme ins. san. ve tic. ltd. sti.,altyapi_sosyal,835,97,10100000,
2014,3,sanliurfa,birecik,sanliurfa ili birecik ilcesi 300 kisilik yurt binasi insaatlari ile altyapi ve cevre duzenlemesi isi,tdm mut. nak. ins. akaryakit san. tic. a.s. &amp; ozgur akkurt is ortakligi,altyapi_sosyal,848,98,8255000,
2020,5,sanliurfa,viransehir,sanliurfa viransehir pompaj sulamasi 2 kademe ikmal insaati isi (e-ihale),,altyapi_sosyal,895,,,
2003,,sanliurfa,merkez,sanliurfa merkez akabe 2. bolge,ilci ins.san. ve tic.a.s. &amp; intes ins. san. ve tic. a.s.,idare_konut,27,100,10979000,432
2003,,sanliurfa,merkez,sanliurfa merkez akabe 1. bolge,soyak insaat ve ticaret a.s.,idare_konut,28,100,9412000,216
2007,2,sanliurfa,merkez,"sanliurfa akabe 6. etap konut + ilkogretim24, ilkogretim16, spor salonu, cami, 2 adet kres, 3 adet ticaret merkezi",ilgin ins. ic ve dis tic. a.s. &amp; bucaklar ins. san. ve tic. ltd.sti. is ortakligi,idare_konut,193,100,79674000,1136
2008,4,sanliurfa,siverek,sanliurfa siverek konut + ticaret merkezi,aknet ins. san. ve tic. a.s.,idare_konut,235,100,10870000,392
2013,4,sanliurfa,hilvan,"sanliurfa ili hilvan ilcesi 195 adet konut , 1’er adet cami ve ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi",yavuz kardesler nak. ins. san. ve tic. ltd. sti. &amp; celaleddin kalender is ortakligi,idare_konut,378,100,13884000,195
2013,5,sanliurfa,merkez,sanliurfa ili merkez ilcesi  masuk koyu 450 adet konut insaati ile altyapi ve cevre duzenlemesi isi,merkez yapi ins. a.s. &amp; biser ins. tic. ve san. ltd. sti. is ortakligi,idare_konut,388,100,34883000,450
2013,11,sanliurfa,merkez,sanliurfa ili merkez ilcesi masuk bolgesi 2. etap 561 konut ve 1 adet bufe insaati ile altyapi ve cevre duzenlemesi isi,begum yapi turz. tarim ve hayv. tic. ve san. ltd. sti.,idare_konut,404,100,40950000,561
2013,11,sanliurfa,merkez,"sanliurfa ili merkez ilcesi masuk bolgesi 3. etap 1017 konut, 1 adet cami ve 2 adet bufe insaatlari ile altyapi ve cevre duzenlemesi isi",ilgin ins. ic ve dis tic. a.s.,idare_konut,405,100,88783000,1017
2014,4,sanliurfa,viransehir,"sanliurfa ili viransehir ilcesi 616 adet konut, 1’er adet camii ve 32 derslikli ilkogretim okulu insaatlari ile altyapi ve cevre duzenlemesi isi",kayasan yapi ins. san. ve tic. ltd. sti. &amp; aydin ins. taah. san.  ve. tic. ltd. sti. is ortakligi,idare_konut,419,100,61839000,616
2015,11,sanliurfa,karakopru,sanliurfa ili merkez ilcesi masuk bolgesi 4. bolge 1.etap 528 konut ile altyapi ve cevre duzenlemsi isi,mektek yapi ins. san. ve tic. a.s. &amp; biser ins. muh. gida tek. pet. oto. tur. ve tic. san. ltd. sti. is ortakligi,idare_konut,440,100,79253000,528
2015,11,sanliurfa,karakopru,sanliurfa ili merkez ilcesi masuk bolgesi 4. bolge 2. etap 836 konut 1 adet camii ve 1 adet cok amacli salon insaatlari ile altyapi ve cevre duzenlemsi isi,erkut ins. yapi. end. san. tic. a.s.,idare_konut,441,100,120800000,836
2016,1,sanliurfa,karakopru,"sanliurfa ili merkez ilcesi kucukler (akabe) mevkii 315 adet konut, 1’er adet ticaret merkezi ve camii insaatlari ile altyapi ve cevre duzenlemesi isi",aydin ins. taah. san. tic. ltd. sti.,idare_konut,442,100,25462000,315
2016,4,sanliurfa,karakopru,"sanliurfa ili merkez ilcesi, masuk bolgesi 5. bolge 2. etap 642 konut,  6 k.d. ,  200m3 su deposu insaatlari ile altyapi ve cevre duzenlemesi isi",begum yapi turz. tarim ve hayv. tic. ve san. ltd. sti. &amp; yeni fidan ins. nak. gida pet. dog. is mak. san. ve tic. ltd. sti. is ortakligi,idare_konut,450,100,64817000,642
2016,6,sanliurfa,karakopru,"sanliurfa ili merkez ilcesi masuk bolgesi 5. bolge 1. etap 982 adet konut, 1’er adet camii ve ticaret merkezi insaatlari ile altyapi ve cevre duzenlemesi isi
",erkut ins. yapi. end. san. tic. a.s.,idare_konut,454,100,100790000,982
2005,6,sanliurfa,merkez,sanliurfa merkez akabe 3. bolge (96 konut altgelir grubu),barsa ins.ve tic. ltd. sti,idare_konut,480,98,11613000,312
2005,11,sanliurfa,birecik,"sanliurfa birecik konut + sosyal donati, ilkogretim-24, ticaret merkezi, cami, sadirvan (176 alt gelir)
",iz-ka ins.muh.teks.amb.san.ve tic.ltd.sti. &amp; gap metas ins.gida san. ve tic.ltd.sti. is ortakligi,idare_konut,484,98,19584879,410
2013,5,sanliurfa,merkez,sanliurfa ili merkez ilcesi karakopru beldesi 229 adet konut ile altyapi ve cevre duzenlemesi insaati isi,elektromed elektronik cihazlari dag. nak. ins. san. tic. ltd. sti.,idare_konut,562,97,17200000,229
2019,12,sanliurfa,eyyubiye,"sanliurfa ili eyyubiye ilcesi yenice, ikizce, ve akcamescit mahalleleri kentsel donusum ve gelisim projesi 1. etap 367 adet konut, 35 adet dukkan insaati ile altyapi ve cevre duzenleme isi",mek tek yapi insaat san. ve tic. a.s.,idare_konut,643,70,72953000,367
2020,5,sanliurfa,karakopru,sanliurfa ili karakopru ilcesi seyrantepe mahallesi 620 adet konut   ve  2  adet  6  dukkanli  ticaret  merkezi  insaatlari  ile  altyapi  ve  cevre duzenlemesi  isi (e-ihale),aydin insaat taahhut sanayi ve ticaret limited sirketi,idare_konut,660,8,90987000,620
2014,2,sanliurfa,viransehir,"sanliurfa ili viransehir ilcesi eyyupnebi 86 adet konut, 1 adet cami insaati ile altyapi ve cevre duzenlemesi isi",baydemir muh. ins. tem. tur. san. ve tic. ltd. sti. &amp; tuna ins. san. ve tic. ltd. sti. is ortakligi,kentsel_donusum,146,95,12235000,86
2015,3,sanliurfa,karakopru,"sanliurfa merkez eski sanayi kentsel donusum ve gelisim projesi 1. etap 6 adet is yeri, 88 adet ofis ve 463 adet dukkan ile altyapi ve cevre duzenlemesi insaati isi",md ins. san. ve. tic. a.s.,kentsel_donusum,156,98,20338698,
2018,8,sanliurfa,karakopru,sanliurfa ili merkez ilcesi eski sanayi kentsel donusum ve gelisim projesi 1. etap 2.bolum 120 adet isyeri ve 8 adet dukkan ile 1.etap 3.bolum 58 adet konut ve 26 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi isi,dibay ins.tur. muh. telek.nak. san. ve tic. ltd. sti.,kentsel_donusum,204,91,67215000,58
2020,5,sanliurfa,eyyubiye,sanliurfa ili merkez ilcesi yesildirek mahallesi  kentsel donusum ve gelisim projesi 292  adet konut ve 26 adet dukkan insaatlari ile altyapi ve cevre duzenlemesi isi (e-ihale),tuna muhendislik anonim sirketi,kentsel_donusum,225,25,62144000,292
2011,11,sanliurfa,merkez,sanliurfa merkez masuk mevkii 384 konut cami ve ticaret merkezi insaati ile altyapi ve cevre duzenlemesi isi,merkez yapi ins. a. s. &amp; biser ins. muh. gida tek. pet. oto tur. tic. ve san. ltd. sti. is ort.,konut_sosyal_donati,237,100,20638000,384
2015,1,sanliurfa,viransehir,sanliurfa ili viransehir ilcesi 472 konut ve 1 adet 32 derslikli lise ile altyapi ve cevre duzenlemesi isi,dibay ins.tur. muh. telek.nak. san. ve tic. ltd. sti. &amp; ceysa ins. gida petrol nak. ozel egit. hiz. san. tic. ltd. sti. is ortakligi,konut_sosyal_donati,290,100,44235000,472
2013,5,sanliurfa,merkez,"sanliurfa ili merkez ilcesi masuk bolgesi 907 adet konut, 1’ er adet 40 derslikli ilkogretim okulu, 40 derslikli lise, cami, 4 adet bufe ile altyapi ve cevre duzenlemesi insaati isi",aksel can ins. tic. ltd. sti.,konut_sosyal_donati,375,98,67438000,907
2020,6,sanliurfa,akcakale,"sanliurfa  ili,  akcakale  ilcesi  ataturk  mahallesi  314  adet  konut , 1 adet ticaret merkezi ve cami insaati ile altyapi ve cevre duzenlemesi isi ( e-ihale)",gaziantep gold yapi insaat taahhut san. ve tic. ltd. sti,konut_sosyal_donati,440,28,53919000,314
